FID;OBJECTID;AmbulanceR;BikeAge_Gr;Bike_Age;Bike_Alc_D;Bike_Dir;Bike_Injur;Bike_Pos;Bike_Race;Bike_Sex;City;County;CrashAlcoh;CrashDay;Crash_Date;Crash_Grp;Crash_Hour;Crash_Loc;Crash_Mont;Crash_Time;Crash_Type;Crash_Ty_1;Crash_Year;Crsh_Sevri;Developmen;DrvrAge_Gr;Drvr_Age;Drvr_Alc_D;Drvr_EstSp;Drvr_Injur;Drvr_Race;Drvr_Sex;Drvr_VehTy;ExcsSpdInd;Hit_Run;Light_Cond;Locality;Num_Lanes;Num_Units;Rd_Charact;Rd_Class;Rd_Conditi;Rd_Config;Rd_Defects;Rd_Feature;Rd_Surface;Region;Rural_Urba;Speed_Limi;Traff_Cntr;Weather;Workzone_I;Location
412;413;No;20-24;20;No;Facing Traffic;O: No Injury;NA;Hispanic;Male;Charlotte;Mecklenburg;No;NA;17/09/2007;Crossing Paths - Other Circumstances;16;Non-Intersection;01/09/2001;01/01/2001 16:12;Crossing Paths - Midblock - Other /;392380;2007;O: No Injury;Commercial;50-59;55;No;0-5 mph;O: No Injury;Black;Female;Passenger Car;No;No;Daylight;Urban (>70% Developed);2 lanes;2;Straight - Level;Public Vehicular Area;Dry;Two-Way, Not Divided;None;No Special Feature;Smooth Asphalt;Piedmont;Urban;5 - 15 MPH;No Control Present;Clear;No;35.198784, -80.74199
423;424;Yes;20-24;22;No;With Traffic;B: Evident Injury;Bike Lane / Paved Shoulder;White;Male;Charlotte;Mecklenburg;No;01/01/2002;18/09/2007;Motorist Right Turn / Merge;13;Intersection;01/09/2001;01/01/2001 13:17;Motorist Right Turn - Same Direction;121213;2007;B: Evident Injury;Commercial;20-24;22;No;6-10 mph;O: No Injury;White;Female;Passenger Car;No;No;Daylight;Urban (>70% Developed);4 lanes;2;Straight - Level;Local Street;Dry;Two-Way, Divided, Unprotected Median;None;No Special Feature;Smooth Asphalt;Piedmont;Urban;30 - 35  MPH;No Control Present;Clear;No;35.20065, -80.843025
425;426;No;10-juin;6;No;Not Applicable;C: Possible Injury;Non-Roadway;White;Male;Cleveland;Rowan;No;01/01/2002;04/09/2007;Bicyclist Failed to Yield - Midblock;8;Non-Intersection;01/09/2001;01/01/2001 08:44;Bicyclist Ride Out - Commercial Driveway / Alley;363312;2007;C: Possible Injury;Commercial;60-69;65;No;21-25 mph;O: No Injury;White;Male;Tractor/Semi-Trailer;No;No;Daylight;Urban (>70% Developed);2 lanes;2;Straight - Level;US Route;Dry;Two-Way, Not Divided;None;Driveway, Public;Grooved Concrete;Piedmont;Rural;50 - 55  MPH;No Control Present;Clear;No;35.730625, -80.69578
427;428;Yes;16-19;19;No;Not Applicable;B: Evident Injury;Non-Roadway;White;Male;None - Rural Crash;Montgomery;No;01/01/2005;15/06/2007;Bicyclist Failed to Yield - Midblock;17;Non-Intersection;01/06/2001;01/01/2001 17:55;Bicyclist Ride Out - Other Midblock;363318;2007;B: Evident Injury;Farms, Woods, Pastures;20-24;20;No;36-40 mph;O: No Injury;White;Female;Sport Utility;No;No;Daylight;Rural (<30% Developed);2 lanes;2;Curve - Level;State Secondary Route;Dry;Two-Way, Not Divided;None;No Special Feature;Smooth Asphalt;Piedmont;Rural;50 - 55  MPH;Double Yellow Line, No Passing Zone;Clear;No;35.21646, -80.02519
439;440;Yes;15-nov;11;No;NA;B: Evident Injury;Travel Lane;Hispanic;Female;None - Rural Crash;Buncombe;No;01/01/2005;22/06/2007;Non-Roadway;19;Non-Roadway;01/06/2001;01/01/2001 19:14;Non-Roadway;410910;2007;B: Evident Injury;Residential;0-19;17;No;11-15 mph;Injury;/Missing;NA;NA;No;Yes;Daylight;Urban (>70% Developed);2 lanes;2;Straight - Grade;Public Vehicular Area;Dry;Two-Way, Not Divided;None;Driveway, Public;Smooth Asphalt;Mountains;Rural;5 - 15 MPH;No Control Present;Clear;No;35.71872, -82.60283
441;442;No;15-nov;13;No;NA;B: Evident Injury;NA;White;Female;Charlotte;Mecklenburg;No;01/01/2002;25/09/2007;Motorist Right Turn / Merge;18;Intersection;01/09/2001;01/01/2001 18:05;Motorist Right Turn - Opposite Direction;199214;2007;B: Evident Injury;Residential;40-49;48;No;6-10 mph;O: No Injury;White;Female;Pickup;No;No;Daylight;Urban (>70% Developed);4 lanes;2;Straight - Level;NC Route;Dry;Two-Way, Divided, Unprotected Median;None;T-Intersection;Smooth Asphalt;Piedmont;Urban;40 - 45  MPH;Stop And Go Signal;Clear;No;35.09571, -80.788635
442;443;Yes;40-49;45;No;With Traffic;K: Killed;Travel Lane;Black;Male;None - Rural Crash;Granville;No;01/01/2007;15/04/2007;Motorist Overtaking Bicyclist;22;Non-Intersection;01/04/2001;01/01/2001 22:03;Motorist Overtaking - Undetected Bicyclist;311231;2007;K: Killed;Residential;NA;NA;Missing;21-25 mph;Injury;/Missing;NA;NA;No;Yes;Dark - Roadway Not Lighted;Mixed (30% To 70% Developed);2 lanes;2;Straight - Level;Local Street;Wet;Two-Way, Not Divided;None;No Special Feature;Smooth Asphalt;Piedmont;Rural;20 - 25  MPH;No Control Present;Rain;No;36.294113, -78.54672
443;444;No;30-39;31;No;With Traffic;C: Possible Injury;Travel Lane;Hispanic;Male;Raleigh;Wake;No;01/01/2003;20/06/2007;Motorist Right Turn / Merge;21;Intersection;01/06/2001;01/01/2001 21:05;Motorist Right Turn on Red - Same Direction;111217;2007;C: Possible Injury;Residential;70+;NA;No;0-5 mph;O: No Injury;Black;Female;Passenger Car;No;No;Dark - Lighted Roadway;Urban (>70% Developed);4 lanes;2;Straight - Level;Local Street;Dry;Two-Way, Divided, Unprotected Median;None;Four-Way Intersection;Coarse Asphalt;Piedmont;Urban;30 - 35  MPH;Stop And Go Signal;Cloudy;No;35.777668, -78.614136
448;449;Yes;30-39;37;Yes;With Traffic;C: Possible Injury;Travel Lane;White;Male;Durham;Durham;Yes;01/01/2003;26/09/2007;Motorist Failed to Yield - Midblock;16;Non-Intersection;01/09/2001;01/01/2001 16:18;Motorist Drive Out - Commercial Driveway / Alley;311322;2007;C: Possible Injury;Commercial;50-59;55;No;0-5 mph;O: No Injury;Black;Female;Passenger Car;No;No;Daylight;Urban (>70% Developed);2 lanes;2;Straight - Level;Local Street;Dry;Two-Way, Divided, Unprotected Median;None;T-Intersection;Coarse Asphalt;Piedmont;Urban;30 - 35  MPH;Stop Sign;Clear;No;36.02818, -78.91515
452;453;No;20-24;20;No;Facing Traffic;O: No Injury;Travel Lane;White;Male;Morehead City;Carteret;No;01/01/2007;24/06/2007;Motorist Failed to Yield - Midblock;15;Non-Intersection;01/06/2001;01/01/2001 15:49;Motorist Drive Out - Commercial Driveway / Alley;312322;2007;O: No Injury;Commercial;25-29;27;No;0-5 mph;O: No Injury;Black;Male;Sport Utility;No;No;Daylight;Urban (>70% Developed);4 lanes;2;Straight - Level;Local Street;Dry;Two-Way, Not Divided;None;No Special Feature;Coarse Asphalt;Coastal;Urban;30 - 35  MPH;No Control Present;Clear;No;34.727337, -76.769615
462;463;Yes;16-19;16;No;Facing Traffic;B: Evident Injury;Travel Lane;White;Male;Randleman;Randolph;No;01/01/2005;28/09/2007;Bicyclist Failed to Yield - Signalized Intersection;19;Intersection;01/09/2001;01/01/2001 19:30;Bicyclist Ride Through - Signalized Intersection;112155;2007;B: Evident Injury;Commercial;60-69;67;No;21-25 mph;O: No Injury;White;Male;Pickup;No;No;Dark - Lighted Roadway;Urban (>70% Developed);4 lanes;2;Straight - Level;State Secondary Route;Dry;Two-Way, Not Divided;None;Four-Way Intersection;Smooth Asphalt;Piedmont;Rural;30 - 35  MPH;Stop And Go Signal;Clear;No;35.8231, -79.8212
475;476;Yes;16-19;16;No;Not Applicable;B: Evident Injury;Driveway / Alley;Black;Male;Durham;Durham;No;01/01/2002;02/10/2007;Bicyclist Failed to Yield - Midblock;15;Non-Intersection;01/10/2001;01/01/2001 15:57;Bicyclist Ride Out - Commercial Driveway / Alley;353312;2007;B: Evident Injury;Residential;20-24;24;No;21-25 mph;O: No Injury;Black;Female;Van;No;No;Daylight;Urban (>70% Developed);2 lanes;2;Straight - Grade;Local Street;Dry;Two-Way, Not Divided;None;Alley Intersection;Smooth Asphalt;Piedmont;Urban;20 - 25  MPH;No Control Present;Clear;No;36.011574, -78.88596
477;478;Yes;15-nov;14;No;Not Applicable;B: Evident Injury;Non-Roadway;White;Male;None - Rural Crash;Brunswick;No;01/01/2005;29/06/2007;Bicyclist Failed to Yield - Midblock;12;Non-Intersection;01/06/2001;01/01/2001 12:04;Bicyclist Ride Out - Commercial Driveway / Alley;363312;2007;B: Evident Injury;Commercial;50-59;51;No;31-35 mph;O: No Injury;Hispanic;Male;Van;No;No;Daylight;Urban (>70% Developed);2 lanes;2;Straight - Level;NC Route;Dry;Two-Way, Not Divided;None;Related To Intersection;Smooth Asphalt;Coastal;Rural;40 - 45  MPH;Stop And Go Signal;Clear;No;33.899136, -78.55212
478;479;No;15-nov;14;No;NA;C: Possible Injury;Non-Roadway;Black;Male;Durham;Durham;No;01/01/2003;03/10/2007;Non-Roadway;16;Non-Roadway;01/10/2001;01/01/2001 16:19;Non-Roadway;460910;2007;C: Possible Injury;Commercial;30-39;38;No;6-10 mph;O: No Injury;Black;Male;Passenger Car;No;No;Daylight;Urban (>70% Developed);NA;2;Straight - Level;Public Vehicular Area;Dry;Two-Way, Not Divided;Obstruction In Roadway;Driveway, Public;Smooth Asphalt;Piedmont;Urban;5 - 15 MPH;No Control Present;Clear;No;36.049355, -78.905075
479;480;Yes;50-59;51;No;Facing Traffic;C: Possible Injury;Travel Lane;Black;Male;Wilson;Wilson;No;01/01/2005;29/06/2007;Crossing Paths - Other Circumstances;14;Intersection;01/06/2001;01/01/2001 14:39;Crossing Paths - Intersection - Other /;112180;2007;C: Possible Injury;Commercial;40-49;44;No;NA;O: No Injury;White;Female;Passenger Car;No;No;Daylight;Urban (>70% Developed);5 lanes;2;Straight - Level;Local Street;Dry;Two-Way, Divided, Unprotected Median;None;Four-Way Intersection;Smooth Asphalt;Coastal;Urban;40 - 45  MPH;No Control Present;Cloudy;No;35.71947, -77.94845
489;490;No;10-juin;6;No;NA;C: Possible Injury;NA;White;Female;None - Rural Crash;Rowan;No;01/01/2007;01/07/2007;Parallel Paths - Other Circumstances;13;Non-Intersection;01/07/2001;01/01/2001 12:59;Parallel Paths - Other /;399280;2007;C: Possible Injury;Residential;0-19;18;No;0-5 mph;O: No Injury;Hispanic;Male;Passenger Car;No;No;Daylight;Urban (>70% Developed);2 lanes;2;Straight - Grade;Local Street;Dry;Two-Way, Not Divided;None;No Special Feature;Smooth Asphalt;Piedmont;Rural;NA;No Control Present;Clear;No;35.68537, -80.53172
490;491;Yes;40-49;41;No;Facing Traffic;C: Possible Injury;Sidewalk / Crosswalk / Driveway Crossing;White;Female;Oak Island;Brunswick;Yes;01/01/2007;01/07/2007;Motorist Failed to Yield - Sign-Controlled Intersection;18;Intersection;01/07/2001;01/01/2001 18:41;Motorist Drive Out - Sign-Controlled Intersection;132141;2007;C: Possible Injury;Residential;50-59;51;Yes;31-35 mph;O: No Injury;White;Male;Pickup;No;No;Daylight;Urban (>70% Developed);2 lanes;2;Straight - Level;Local Street;Dry;Two-Way, Not Divided;None;Four-Way Intersection;Smooth Asphalt;Coastal;Urban;30 - 35  MPH;Stop Sign;Clear;No;33.908768, -78.08996
491;492;Yes;15-nov;14;No;NA;B: Evident Injury;Travel Lane;White;Female;High Point;Guilford;No;01/01/2007;01/07/2007;Bicyclist Failed to Yield - Sign-Controlled Intersection;15;Intersection;01/07/2001;01/01/2001 15:20;Bicyclist Ride Through - Sign-Controlled Intersection;119144;2007;B: Evident Injury;Residential;25-29;26;No;21-25 mph;O: No Injury;White;Male;Passenger Car;No;No;Daylight;Urban (>70% Developed);2 lanes;2;Straight - Level;Local Street;Dry;Two-Way, Not Divided;None;No Special Feature;Coarse Asphalt;Piedmont;Urban;30 - 35  MPH;Stop Sign;Clear;No;35.93042, -80.029465
498;499;Yes;15-nov;15;No;Facing Traffic;C: Possible Injury;Sidewalk / Crosswalk / Driveway Crossing;White;Male;Concord;Cabarrus;No;01/01/2002;03/07/2007;Motorist Right Turn / Merge;17;Intersection;01/07/2001;01/01/2001 17:35;Motorist Right Turn - Opposite Direction;132214;2007;C: Possible Injury;Commercial;NA;NA;Missing;6-10 mph;Injury;/Missing;NA;NA;No;Yes;Daylight;Urban (>70% Developed);2 lanes;2;Straight - Level;Local Street;Dry;Two-Way, Not Divided;None;T-Intersection;Coarse Asphalt;Piedmont;Urban;30 - 35  MPH;Stop Sign;Clear;No;35.421352, -80.59071
499;500;No;16-19;17;No;With Traffic;C: Possible Injury;Sidewalk / Crosswalk / Driveway Crossing;Hispanic;Male;Jacksonville;Onslow;No;01/01/2002;03/07/2007;Bicyclist Failed to Yield - Signalized Intersection;14;Intersection;01/07/2001;01/01/2001 14:12;Bicyclist Failed to Clear - Trapped;131156;2007;C: Possible Injury;Commercial;50-59;50;No;31-35 mph;O: No Injury;Black;Female;Passenger Car;No;No;Daylight;Urban (>70% Developed);5 lanes;2;Straight - Level;Local Street;Dry;Two-Way, Not Divided;None;Four-Way Intersection;Smooth Asphalt;Coastal;Urban;30 - 35  MPH;Stop And Go Signal;Cloudy;No;34.777287, -77.42695
500;501;Yes;50-59;58;No;With Traffic;B: Evident Injury;Travel Lane;White;Male;Emerald Isle;Carteret;No;01/01/2003;04/07/2007;Motorist Right Turn / Merge;12;Non-Intersection;01/07/2001;01/01/2001 12:29;Motorist Right Turn - Same Direction;311213;2007;B: Evident Injury;Commercial;0-19;16;No;0-5 mph;O: No Injury;White;Male;Pickup;No;No;Daylight;Urban (>70% Developed);2 lanes;2;Straight - Level;NC Route;Dry;Two-Way, Not Divided;None;Driveway, Public;Smooth Asphalt;Coastal;Rural;40 - 45  MPH;No Control Present;Clear;No;34.675964, -76.96725
502;503;No;40-49;46;No;Facing Traffic;O: No Injury;Travel Lane;Black;Male;Raleigh;Wake;No;01/01/2003;04/07/2007;Motorist Failed to Yield - Sign-Controlled Intersection;12;Intersection;01/07/2001;01/01/2001 12:46;Motorist Drive Out - Sign-Controlled Intersection;112141;2007;O: No Injury;Residential;40-49;45;No;0-5 mph;O: No Injury;Hispanic;Female;Sport Utility;No;No;Daylight;Urban (>70% Developed);2 lanes;2;Straight - Level;Local Street;Dry;Two-Way, Not Divided;None;T-Intersection;Coarse Asphalt;Piedmont;Urban;30 - 35  MPH;Stop Sign;Clear;No;35.780296, -78.687256
507;508;Yes;16-19;19;No;Not Applicable;K: Killed;NA;White;Male;None - Rural Crash;Harnett;No;01/01/2005;06/07/2007;Bicyclist Failed to Yield - Midblock;3;Non-Intersection;01/07/2001;01/01/2001 03:31;Bicyclist Ride Out - Other Midblock;393318;2007;K: Killed;Farms, Woods, Pastures;40-49;43;No;51-55 mph;O: No Injury;White;Male;Sport Utility;No;No;Dark - Roadway Not Lighted;Rural (<30% Developed);4 lanes;2;Straight - Level;NC Route;Dry;Two-Way, Divided, Unprotected Median;None;No Special Feature;Coarse Asphalt;Coastal;Rural;50 - 55  MPH;No Control Present;Clear;No;35.234917, -79.01972
510;511;Yes;30-39;32;No;Facing Traffic;C: Possible Injury;Sidewalk / Crosswalk / Driveway Crossing;Black;Female;Fayetteville;Cumberland;No;01/01/2003;02/05/2007;Motorist Failed to Yield - Midblock;15;Non-Intersection;01/05/2001;01/01/2001 15:09;Motorist Drive Out - Commercial Driveway / Alley;332322;2007;C: Possible Injury;Institutional;20-24;22;No;0-5 mph;O: No Injury;White;Female;Sport Utility;No;No;Daylight;Urban (>70% Developed);NA;2;Straight - Level;Local Street;Dry;Two-Way, Divided, Unprotected Median;None;No Special Feature;Smooth Asphalt;Coastal;Urban;20 - 25  MPH;No Control Present;Clear;No;35.031147, -78.894226
514;515;Yes;0-5;5;No;Not Applicable;B: Evident Injury;NA;Black;Female;None - Rural Crash;Wake;Yes;01/01/2006;07/07/2007;Loss of Control / Turning Error;15;Non-Intersection;01/07/2001;01/01/2001 15:31;Motorist Lost Control - Alcohol / Drug Impairment;393133;2007;B: Evident Injury;Residential;40-49;49;Yes;41-45 mph;O: No Injury;Black;Male;Passenger Car;No;No;Daylight;Rural (<30% Developed);2 lanes;2;Straight - Level;State Secondary Route;Dry;Two-Way, Not Divided;None;No Special Feature;Smooth Asphalt;Piedmont;Rural;30 - 35  MPH;No Control Present;Clear;No;35.848537, -78.39352
520;521;Yes;15-nov;15;No;With Traffic;C: Possible Injury;Travel Lane;Black;Male;Maxton;Robeson;No;01/01/2002;10/07/2007;Motorist Overtaking Bicyclist;21;Intersection;01/07/2001;01/01/2001 21:42;Motorist Overtaking - Other /;111239;2007;C: Possible Injury;Residential;20-24;24;No;26-30 mph;O: No Injury;Native American;Female;Passenger Car;No;No;Dark - Lighted Roadway;Mixed (30% To 70% Developed);2 lanes;3;Straight - Level;NC Route;Dry;Two-Way, Divided, Unprotected Median;None;Y-Intersection;Coarse Asphalt;Coastal;Rural;40 - 45  MPH;Stop Sign;Clear;No;34.75918, -79.33976
523;524;Yes;20-24;20;No;With Traffic;C: Possible Injury;Travel Lane;White;Male;Huntersville;Mecklenburg;No;01/01/2003;11/07/2007;Loss of Control / Turning Error;12;Intersection;01/07/2001;01/01/2001 12:46;Bicyclist Lost Control - Mechanical Problems;111121;2007;C: Possible Injury;Commercial;50-59;55;No;6-10 mph;O: No Injury;White;Female;Passenger Car;No;No;Daylight;Urban (>70% Developed);4 lanes;2;Straight - Level;Local Street;Dry;Two-Way, Divided, Unprotected Median;None;Four-Way Intersection;Smooth Asphalt;Piedmont;Urban;30 - 35  MPH;Stop And Go Signal;Clear;No;35.40713, -80.862816
526;527;Yes;15-nov;12;No;NA;C: Possible Injury;Non-Roadway;Black;Male;Raleigh;Wake;No;01/01/2004;12/07/2007;Non-Roadway;17;Non-Roadway;01/07/2001;01/01/2001 17:19;Non-Roadway;460910;2007;C: Possible Injury;Commercial;50-59;55;No;0-5 mph;O: No Injury;White;Male;Passenger Car;No;No;Daylight;Urban (>70% Developed);NA;2;Straight - Grade;Public Vehicular Area;Dry;Two-Way, Not Divided;None;No Special Feature;Coarse Asphalt;Piedmont;Urban;5 - 15 MPH;No Control Present;Clear;No;35.754364, -78.61443
528;529;No;16-19;18;No;Facing Traffic;O: No Injury;Travel Lane;Black;Male;Kinston;Lenoir;No;01/01/2003;17/10/2007;Other / Unusual Circumstances;13;Intersection;01/10/2001;01/01/2001 13:51;Unusual Circumstances;112800;2007;O: No Injury;Commercial;30-39;35;No;0-5 mph;O: No Injury;White;Male;Police;No;No;Daylight;Urban (>70% Developed);4 lanes;2;Straight - Level;NC Route;Dry;Two-Way, Not Divided;None;Four-Way Intersection;Smooth Asphalt;Coastal;Urban;30 - 35  MPH;No Control Present;Clear;No;35.269585, -77.58086
532;533;No;30-39;31;No;With Traffic;C: Possible Injury;Travel Lane;White;Male;Charlotte;Mecklenburg;No;01/01/2003;17/10/2007;Motorist Right Turn / Merge;18;Intersection;01/10/2001;01/01/2001 18:40;Motorist Right Turn - Same Direction;111213;2007;C: Possible Injury;Residential;50-59;51;No;0-5 mph;O: No Injury;White;Male;Sport Utility;No;No;Daylight;Urban (>70% Developed);4 lanes;2;Curve - Grade;Local Street;Dry;Two-Way, Divided, Unprotected Median;None;T-Intersection;Smooth Asphalt;Piedmont;Urban;30 - 35  MPH;Stop Sign;Clear;No;35.196117, -80.827866
540;541;Yes;30-39;35;No;NA;B: Evident Injury;Travel Lane;Hispanic;Male;Charlotte;Mecklenburg;No;01/01/2005;19/10/2007;Other /  - Insufficient Details;17;Non-Intersection;01/10/2001;01/01/2001 17:16;Approach Paths;319970;2007;B: Evident Injury;Residential;NA;NA;Missing;31-35 mph;Injury;/Missing;NA;NA;No;Yes;Daylight;Urban (>70% Developed);4 lanes;2;Straight - Level;Local Street;Dry;Two-Way, Not Divided;None;No Special Feature;Smooth Asphalt;Piedmont;Urban;30 - 35  MPH;No Control Present;Cloudy;No;35.143032, -80.85039
542;543;Yes;16-19;17;No;Facing Traffic;C: Possible Injury;Sidewalk / Crosswalk / Driveway Crossing;Black;Male;Charlotte;Mecklenburg;No;01/01/2006;20/10/2007;Motorist Failed to Yield - Midblock;14;Non-Intersection;01/10/2001;01/01/2001 14:06;Motorist Drive Out - Commercial Driveway / Alley;332322;2007;C: Possible Injury;Commercial;50-59;59;No;0-5 mph;O: No Injury;Black;Male;Passenger Car;No;No;Daylight;Urban (>70% Developed);NA;2;Straight - Level;Public Vehicular Area;Dry;Two-Way, Divided, Unprotected Median;None;Driveway, Public;Concrete;Piedmont;Urban;20 - 25  MPH;No Control Present;Clear;No;35.210686, -80.90489
548;549;No;50-59;56;No;With Traffic;B: Evident Injury;Travel Lane;White;Male;Greensboro;Guilford;No;01/01/2002;17/07/2007;Bicyclist Left Turn / Merge;23;Intersection;01/07/2001;01/01/2001 23:42;Bicyclist Left Turn - Opposite Direction;111222;2007;B: Evident Injury;Residential;40-49;41;No;26-30 mph;O: No Injury;White;Male;Passenger Car;No;No;Dark - Lighted Roadway;Urban (>70% Developed);7 lanes;2;Straight - Grade;Local Street;Wet;Two-Way, Divided, Unprotected Median;None;No Special Feature;Coarse Asphalt;Piedmont;Urban;30 - 35  MPH;Stop And Go Signal;Rain;No;36.073086, -79.80264
550;551;Yes;50-59;50;No;With Traffic;B: Evident Injury;Travel Lane;White;Male;Columbus;Polk;No;01/01/2002;17/07/2007;Motorist Left Turn / Merge;7;Non-Intersection;01/07/2001;01/01/2001 06:59;Motorist Left Turn - Opposite Direction;311212;2007;B: Evident Injury;Commercial;60-69;67;No;31-35 mph;O: No Injury;White;Male;Passenger Car;No;No;Daylight;Urban (>70% Developed);4 lanes;2;Curve - Grade;Local Street;Dry;Two-Way, Divided, Unprotected Median;None;Driveway, Public;Smooth Asphalt;Mountains;Rural;30 - 35  MPH;No Control Present;Clear;No;35.248924, -82.202995
555;556;Yes;10-juin;9;No;Not Applicable;C: Possible Injury;Driveway / Alley;Black;Female;Fayetteville;Cumberland;No;01/01/2005;20/07/2007;Bicyclist Failed to Yield - Midblock;16;Non-Intersection;01/07/2001;01/01/2001 16:48;Bicyclist Ride Out - Commercial Driveway / Alley;353312;2007;C: Possible Injury;Commercial;40-49;40;No;16-20 mph;O: No Injury;Black;Female;Sport Utility;No;No;Daylight;Urban (>70% Developed);4 lanes;2;Straight - Level;Local Street;Dry;Two-Way, Not Divided;None;No Special Feature;Smooth Asphalt;Coastal;Urban;40 - 45  MPH;No Control Present;Cloudy;No;35.065426, -79.01362
565;566;Yes;30-39;32;No;With Traffic;C: Possible Injury;Travel Lane;White;Male;None - Rural Crash;Graham;No;01/01/2007;22/07/2007;Motorist Failed to Yield - Sign-Controlled Intersection;8;Intersection;01/07/2001;01/01/2001 08:14;Motorist Drive Out - Sign-Controlled Intersection;111141;2007;C: Possible Injury;Farms, Woods, Pastures;20-24;24;No;16-20 mph;O: No Injury;Native American;Female;Passenger Car;No;No;Daylight;Rural (<30% Developed);2 lanes;2;Straight - Level;US Route;Dry;Two-Way, Not Divided;Shoulders Low, Soft Or High;T-Intersection;Smooth Asphalt;Mountains;Rural;50 - 55  MPH;Stop Sign;Clear;No;35.289703, -83.7723
